"hospital_name","district","nearest_nh","distance_meters"
"Suman Clinic","Baran","Probhandar to Silchar East-West Corridor","588.90"
"TB Clinic Baran","Baran","Baran Atru Kawai Chhipabrod Aklera","1790.04"
"Aarogyam Ayurveda Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1018.90"
"Agarwal Hospital","Barmer","Jaisalmer  Barmer Sanchore Road","72.23"
"Barmer City Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1209.35"
"Bethel IVF Fertility and Women's Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1055.29"
"Bhagaram Sau","Barmer","Bar Jodhpur Balotra Baitu Barmer Road","288.45"
"Bothra Multispeaciality Dental Clinic","Barmer","Jaisalmer-Barmer- Sanchore Road","558.47"
"Citilite Hospital","Barmer","Pachpadra- Siwana- Jalore- Ahore- Sanderao Road","1501.80"
"Dhanwantri Hospital & Multispeciality Centre","Barmer","Jaisalmer-Barmer- Sanchore Road","1245.59"
"District Hospital (Badmer Rajkiya Chikitsalaya), Badmer","Barmer","Jaisalmer-Barmer- Sanchore Road","883.77"
"District Hospital Barmer","Barmer","Jaisalmer-Barmer- Sanchore Road","1743.28"
"Dr Kulish's Dental Clinic & Implant Centre","Barmer","Bar Jodhpur Balotra Baitu Barmer Road","233.50"
"Dr. Bhojraj Khatri Clinic","Barmer","Jaisalmer-Barmer- Sanchore Road","1347.34"
"Dr. Kapil Jain ENT Clinic","Barmer","Jaisalmer-Barmer- Sanchore Road","1160.28"
"Dr. OP Vishnoi","Barmer","Jaisalmer-Barmer- Sanchore Road","330.66"
"Dr. Sawai Jain Medilink Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","124.08"
"Dr. Surendra Singh","Barmer","Jaisalmer-Barmer- Sanchore Road","1147.91"
"Dr. Sushmita Srivastava","Barmer","Jaisalmer-Barmer- Sanchore Road","1833.00"
"Drishti Eye & Dental Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","336.62"
"Government Ayurvedic Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","954.33"
"Government Hospital Ramaniya","Barmer","Pachpadra- Siwana- Jalore- Ahore- Sanderao Road","268.05"
"Government Hospital, Asada","Barmer","Pachpadra- Siwana- Jalore- Ahore- Sanderao Road","3648.70"
"Government Hospital, Barmer","Barmer","Jaisalmer-Barmer- Sanchore Road","1510.79"
"Government Hospital, Gardiya","Barmer","Barmer  Gadara  Munabao","237.91"
"Haji Janu Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","631.62"
"Hitkari Hospital & Surgical Centre","Barmer","Siwana Balotra Road","495.11"
"Jahanvi Hospital","Barmer","Siwana Balotra Road","356.77"
"Jain Homoepathic Clinic","Barmer","Jaisalmer-Barmer- Sanchore Road","1139.38"
"Khatri Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1232.30"
"Mahadev Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1168.25"
"Mahaveer Hospital","Barmer","Pachpadra- Siwana- Jalore- Ahore- Sanderao Road","577.67"
"Manak Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1367.27"
"Mansarovar Hospital","Barmer","Siwana Balotra Road","500.67"
"Matru Dental Clinic and Physiotherapy Centre","Barmer","Jaisalmer-Barmer- Sanchore Road","1047.43"
"Mehta Hospital","Barmer","Siwana Balotra Road","473.15"
"Metro Hospital","Barmer","Siwana Balotra Road","479.54"
"Nakoda Homeopathic Hospital","Barmer","Siwana Balotra Road","230.90"
"Netra Jyoti Chikitsalaya","Barmer","Jaisalmer-Barmer- Sanchore Road","392.83"
"Pushpa Hospital","Barmer","Siwana Balotra Road","734.69"
"Raj Hospital","Barmer","Jaisalmer  Barmer Sanchore Road","29.58"
"Riddhi Sidhi Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","445.50"
"Saint Haridas Eye Hospital and Research Centre","Barmer","Siwana Balotra Road","1456.22"
"Sanjeevani Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1226.58"
"Shanti Dental Clinic","Barmer","Barmer  Gadara  Munabao","514.39"
"Shiv Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","28.25"
"Shree Hari Poly Clinic","Barmer","Jaisalmer-Barmer- Sanchore Road","652.39"
"Shree Jee Hospital","Barmer","Pachpadra- Siwana- Jalore- Ahore- Sanderao Road","16.53"
"Shree Karni Hospital","Barmer","Jaisalmer  Barmer Sanchore Road","129.75"
"Shree Krishna Physiotherapy Centre","Barmer","Jaisalmer-Barmer- Sanchore Road","75.11"
"Siddhi Vinayak Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1198.71"
"Somani Hospital","Barmer","Pachpadra- Siwana- Jalore- Ahore- Sanderao Road","861.81"
"Swastik Clinic","Barmer","Barmer  Gadara  Munabao","630.67"
"Thar Hospital & Multi Speciality Centre","Barmer","Jaisalmer-Barmer- Sanchore Road","30.12"
"Veer Tejaji Hospital","Barmer","Bar Jodhpur Balotra Baitu Barmer Road","27.16"
"Vishnoii Hospital and Surgical Centre","Barmer","Siwana Balotra Road","1337.03"
"Yash Hospital","Barmer","Jaisalmer-Barmer- Sanchore Road","1200.86"
"Arora Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1380.94"
"Arya Nursing Home","Bharatpur","Agra Bharatpur Jaipur Bikaner","1561.01"
"Cancer Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","2275.16"
"Chaitanya Dental and Facial Trauma Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","1561.17"
"Chirag Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","945.89"
"Dr Balvir Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1029.55"
"Dr Shri Ram Gupta Memorial Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","859.97"
"Dr. Dayal Osteopathy centre","Bharatpur","Agra Bharatpur Jaipur Bikaner","1646.42"
"Dr. Girdharilal Agrawal","Bharatpur","Agra Bharatpur Jaipur Bikaner","507.33"
"Dr. Govind Gupta Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1528.86"
"Dr. Juhi Singhal","Bharatpur","Agra Bharatpur Jaipur Bikaner","1792.84"
"Dr. Kamlesh Sharma","Bharatpur","Agra Bharatpur Jaipur Bikaner","1473.66"
"Dr. Kusum Sharma Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1847.84"
"Dr. L.K. Mishra Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1327.74"
"Dr. Piyush Gupta Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","592.05"
"Dr. Sunil Pathak","Bharatpur","Agra Bharatpur Jaipur Bikaner","805.48"
"Dr. Trilok Gupta","Bharatpur","Agra Bharatpur Jaipur Bikaner","1531.51"
"Dr. Yashwant Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","887.96"
"Dr.Khandelwal Eye Centre","Bharatpur","Agra Bharatpur Jaipur Bikaner","1537.32"
"Eye Hospital and Phoco Centre","Bharatpur","Agra Bharatpur Jaipur Bikaner","3722.68"
"Fateh Singh Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","399.31"
"Gayatri Hospital and Fracture Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","405.67"
"Geeta Homeopathic Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","2790.95"
"Gopal Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","1866.55"
"Government Hospital Roopwas","Bharatpur","Bharatpur Saipau Dholpur","456.61"
"Government Hospital, Bachhren","Bharatpur","JAIPUR AGRA ROAD SEC KM 90 TO112","41.50"
"Governmet Hospital Sewar","Bharatpur","Agra Bharatpur Jaipur Bikaner","179.26"
"Gupta Hospital, Bharatpur","Bharatpur","Agra Bharatpur Jaipur Bikaner","503.70"
"Hamdad Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","2061.77"
"Janana Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1748.25"
"Jindal Super Speciality Hospital - Bharatpur","Bharatpur","Agra Bharatpur Jaipur Bikaner","3948.05"
"Johari Memorial Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","3007.46"
"Joshi Clinik","Bharatpur","Agra Bharatpur Jaipur Bikaner","1508.01"
"K.S. Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","1289.61"
"Kalsi Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1863.03"
"Kiran Nursing Home, Bharatpur","Bharatpur","Agra Bharatpur Jaipur Bikaner","2726.84"
"Krishna Clinic","Bharatpur","Bharatpur Saipau Dholpur","73.95"
"M.J. Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1944.81"
"Madapuriya ENT Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","2936.15"
"Mordwaj Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","469.86"
"Nawal Singh Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","2094.53"
"Neetan Hospital and Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","2570.95"
"Om Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","446.42"
"Pradeep Hospital and Fracture Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","1135.74"
"R. B. M. Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","2010.24"
"Rajendra Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","1574.65"
"Rastogi Hospital and Maternity Home","Bharatpur","Agra Bharatpur Jaipur Bikaner","3525.56"
"Rawat Clinic","Bharatpur","JAIPUR AGRA ROAD SEC KM 90 TO112","33.82"
"S R Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1856.40"
"Saluja Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","798.86"
"Sanjeevni Hospital, Bharatpur","Bharatpur","Agra Bharatpur Jaipur Bikaner","3660.00"
"SGN Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","3347.16"
"Shobha Diagnostics Centre","Bharatpur","Agra Bharatpur Jaipur Bikaner","439.04"
"Shree Digamber Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","879.12"
"Singhal Nursing Home, Bharatpur","Bharatpur","Agra Bharatpur Jaipur Bikaner","871.30"
"Suresh Yadav Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","1335.61"
"Tara Mahendra Hospital and fracture Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","1169.80"
"The Solanki Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","45.70"
"Umang Homeopathy Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","1283.80"
"Vandana Hospital and Fracture Clinic","Bharatpur","Agra Bharatpur Jaipur Bikaner","194.28"
"Vinayak Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","2149.02"
"Vinod Gupta Hospital","Bharatpur","Agra Bharatpur Jaipur Bikaner","2047.44"
"Vision Care Centre","Bharatpur","Agra Bharatpur Jaipur Bikaner","1287.37"
"Ajmera Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","15.47"
"Akshay ENT Hospital & Proctology Centre","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","666.41"
"Ambesh Jain Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1113.87"
"Aradhya Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","393.44"
"Arihant Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","265.97"
"Arihant Hospital and Research Sansthan","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1306.47"
"ASPN Eye Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","439.34"
"Bahety Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","136.00"
"Bangad Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1166.57"
"Bansal Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","634.63"
"Baser Dental Care & Homeopathy Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1036.65"
"Bhansali Hospital & Research Centre","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","947.64"
"Bhardwaj Orthopaedic Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","801.31"
"Chand Clinic and Research Centre","Bhilwara","Bhim Gulabpura Shahpura Jahazpur Hindoli Uniyara road","574.57"
"City Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","921.48"
"Dargar Clinic","Bhilwara","Bheem Padasoli Gulabpura Shahpura Jahazpur Hindoli Nainwa","1444.74"
"Dargar Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1937.00"
"Dev E.N.T. Hospital and Laser Centre","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","869.95"
"Devasthli Eye Centre","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","674.01"
"Dr Luv's Trichology & Cosmetology Centre","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1593.92"
"Dr. Alok Mittal Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1507.29"
"Dr. Bindu Gupta","Bhilwara","Bhim Gulabpura Shahpura Jahazpur Hindoli Uniyara road","267.48"
"Dr. Chandak","Bhilwara","Gulabpura-Asind-Bhim upto NH-8","253.18"
"Dr. Naval's Clinic","Bhilwara","Gulabpura-Asind-Bhim upto NH-8","229.70"
"ECHS Polyclinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","437.28"
"ESI Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","763.34"
"Family Heath Care Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1853.18"
"Gargi Hospital","Bhilwara","Haripura to Beawar Road NH 8 Via Asind","112.48"
"Gayatri Clinic","Bhilwara","Ajmer Indore road","190.82"
"Government Hospital Sakkargarh","Bhilwara","Bhim Gulabpura Shahpura Jahazpur Hindoli Uniyara road","252.75"
"Government Hospital Sareri","Bhilwara","Ajmer to Indor","80.19"
"Government Hospital Sarsiya","Bhilwara","Bhim Gulabpura Shahpura Jahazpur Hindoli Uniyara road","1973.41"
"Government Hospital, Antali","Bhilwara","Gulabpura-Asind-Bhim upto NH-8","4939.75"
"Government Hospital, Badnaur","Bhilwara","Haripura to Beawar Road NH 8 Via Asind","393.75"
"Government Hospital, Bijoliyan","Bhilwara","porbandar silchar road","810.46"
"Government Hospital, Hamirgarh","Bhilwara","Ajmer Bhliwara Chittorgarh Neemch  Km 64/0 to 151/0","1740.55"
"Government Hospital, Kanwaliyas","Bhilwara","Ajmer to Indor","462.67"
"Government Satellite Hospital","Bhilwara","Bheem Padasoli Gulabpura Shahpura Jahazpur Hindoli Nainwa","1749.17"
"Goyal Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","360.03"
"Gupta Hospital and Fertility Centre","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","394.20"
"Imc Shri Tulsi","Bhilwara","Gulabpura-Asind-Bhim upto NH-8","338.02"
"Jain Ayurveda And Piles Clinic","Bhilwara","Bheem Padasoli Gulabpura Shahpura Jahazpur Hindoli Nainwa","1921.56"
"Kalyani Eye Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","661.62"
"Keshav Hospital, Bhilwara","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1562.76"
"Kiran Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","760.67"
"Krishna Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1512.83"
"Krishna Hospital, Bhilwara","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","667.21"
"Mahala Dental Hospital","Bhilwara","Gulabpura-Asind-Bhim upto NH-8","55.25"
"Mahesh Hospital, Bhilwara","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","549.40"
"Maloo Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","585.43"
"Manisha Clinic","Bhilwara","Bhim Gulabpura Shahpura Jahazpur Hindoli Uniyara road","25.59"
"Medicare Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura","1115.39"
"Mewad Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","622.84"
"Mira Clinic","Bhilwara","Bhim Gulabpura Shahpura Jahazpur Hindoli Uniyara road","531.12"
"Mishra Orthopaedic Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","181.49"
"Nandani Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","334.80"
"Natraj Hospital","Bhilwara","porbandar silchar road","1296.16"
"Nimach Eye Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura","608.22"
"Nirog Dham Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura","24.70"
"Parivar Seva Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","708.55"
"Prakash Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","508.07"
"Prem Homeopathy Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","1318.80"
"R K Soni Clinic","Bhilwara","porbandar silchar road","1453.21"
"Radhe Krishna Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","921.52"
"Rajmal Compounder Clinic","Bhilwara","Gulabpura-Asind-Bhim upto NH-8","314.97"
"Ram Snehi Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","109.00"
"Rathi Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","542.71"
"Rathi Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","186.64"
"Sahu Clinic","Bhilwara","Haripura to Beawar Road NH 8 Via Asind","142.17"
"Sanjivani Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","35.61"
"Sardar Ali Clinic","Bhilwara","Bheem Padasoli Gulabpura Shahpura Jahazpur Hindoli Nainwa","1133.84"
"Shanti Hospital & Rehab Centre","Bhilwara","Jaipur Jabalpur Road","14.37"
"Sharma Hospital and Research Centre","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","419.12"
"Shree Panchmukhi Physiotherapy Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","852.63"
"Shree Siddhi Vinayak Hospital and Heart Care Centre, Bhilwara","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","628.80"
"Sinha Clinic","Bhilwara","Bhim Gulabpura Shahpura Jahazpur Hindoli Uniyara road","12.81"
"Smt. Kesar Bai Soni Memorial Hospital","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","2459.08"
"Suraj Eye Hospital","Bhilwara","Haripura to Beawar Road NH 8 Via Asind","56.34"
"Thawani Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","345.27"
"Tiasa Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura.","22.15"
"Triveni Clinic","Bhilwara","Rajsamand (NH-8) ,Gangapur, Bhilwara, Mandalgarh, Ladpura","11.51"
"Vasudev Hospital","Bhilwara","porbandar silchar road","1055.01"
"Vikas Clinic","Bhilwara","Gulabpura-Asind-Bhim upto NH-8","64.55"
"Vinayak Ortho & General Hospital","Bhilwara","porbandar silchar road","561.80"
"Aarogyam Multi Speciality Hospital","Bikaner","AJMER TO BIKANER","321.15"
"Ambika Clinic","Bikaner","BIKANER TO JAISALMER","623.72"
"Apple Children Hospital","Bikaner","BIKANER TO JAISALMER","582.17"
"Arya Hospital","Bikaner","BIKANER BYEPASS NH 15 TO NH 89","1469.85"
"ASG Eye Hospitals","Bikaner","AJMER TO BIKANER","100.86"
"Bafna Clinic","Bikaner","AJMER TO BIKANER","596.12"
"Baheti Eye Hospital","Bikaner","BIKANER   AJMER","61.34"
"Balaji Hospital","Bikaner","AJMER TO BIKANER","597.95"
"Beniwal Hospital","Bikaner","AGRA BIKANER","244.51"
"Bhiwani Hospital","Bikaner","AGRA BIKANER","1738.40"
"Bikana Hospital & Research Centre","Bikaner","BIKANER TO JAISALMER","185.80"
"Bikaner Eye Hospital and Research Centre","Bikaner","AJMER TO BIKANER","384.69"
"Binnani Hospital and IVF Centre","Bikaner","AJMER TO BIKANER","1963.18"
"Bishnoi Hospital","Bikaner","AJMER TO BIKANER","1237.50"
"Chalana Hospital and Research Centre","Bikaner","AGRA BIKANER","675.48"
"Choudhary Eye Hospital and Opticals","Bikaner","BIKANER  SRIGANGANAGAR","977.98"
"City Hospital","Bikaner","BIKANER  SRIGANGANAGAR","225.77"
"Dhanvantari Hospital","Bikaner","BIKANER  SRIGANGANAGAR","262.29"
"District Hospital, Bikaner","Bikaner","BIKANER TO JAISALMER","765.96"
"Dr Ashok Sharma's Clinic","Bikaner","AJMER TO BIKANER","551.22"
"Dr. Ashok Singhl","Bikaner","AJMER TO BIKANER","421.52"
"Dr. Deep Chand","Bikaner","AGRA BIKANER","1177.49"
"Dr. Ghanshyam Panwar","Bikaner","BIKANER TO JAISALMER","492.32"
"Dr. Lokesh Sarswat","Bikaner","BIKANER   AJMER","96.03"
"Dr. M.G. Periwal Clinic","Bikaner","BIKANER   AJMER","141.63"
"Dr. M.Y. Joiya Kolayat","Bikaner","BIKANER TO JAISALMER","4420.12"
"Dr. Manak Gujrani Clinic","Bikaner","AJMER TO BIKANER","924.78"
"Dr. Manoj Meena","Bikaner","AJMER TO BIKANER","1822.96"
"Dr. Meenakshi Gomber","Bikaner","BIKANER TO JAISALMER","96.06"
"Dr. Mohammad Salim Clinic","Bikaner","AJMER TO BIKANER","1171.68"
"Dr. Mohit Bansal's Clinic","Bikaner","AJMER TO BIKANER","141.65"
"Dr. Ramesh Poonia","Bikaner","BIKANER TO JAISALMER","4387.69"
"Dr. Santosh Chandak Child Clinic","Bikaner","AJMER TO BIKANER","545.48"
"Dr. Shyam Agrawal Child Care Hospital","Bikaner","BIKANER TO JAISALMER","442.23"
"Dr. Shyam Bajaj","Bikaner","BIKANER   AJMER","732.46"
"Dr. Sitaram","Bikaner","AGRA BIKANER","969.89"
"Dr. Vedprakash","Bikaner","AGRA BIKANER","333.77"
"Dr. Vijay Tundwal Hospital","Bikaner","AGRA BIKANER","137.72"
"Dr.Tanveer Malawat Hospital and Research Centre","Bikaner","AJMER TO BIKANER","24.84"
"ESI Hospital","Bikaner","BIKANER TO JAISALMER","45.56"
"Floral Hospital","Bikaner","AJMER TO BIKANER","610.87"
